w0,w1,w2,n,mle
to,hold,</s>,1,1.0067857358596944e-05
to,hold,mail,1,1.0067857358596944e-05
to,hold,me,1,1.0067857358596944e-05
to,holy,cross,1,1.0067857358596944e-05
to,honk,and,1,1.0067857358596944e-05
to,hunt,you,1,1.0067857358596944e-05
to,in,front,1,1.0067857358596944e-05
to,insult,her,1,1.0067857358596944e-05
to,interpret,for,1,1.0067857358596944e-05
to,interrupt,you,1,1.0067857358596944e-05
to,it,</s>,1,1.0067857358596944e-05
to,it,trickling,1,1.0067857358596944e-05
to,jake,</s>,1,1.0067857358596944e-05
to,jelly,when,1,1.0067857358596944e-05
to,jews,</s>,1,1.0067857358596944e-05
to,join,the,1,1.0067857358596944e-05
to,join,with,1,1.0067857358596944e-05
to,join,you,1,1.0067857358596944e-05
to,juanito,montoya,1,1.0067857358596944e-05
to,judge,good,1,1.0067857358596944e-05
to,jump,off,1,1.0067857358596944e-05
to,keep,him,2,2.013571471719389e-05
to,keep,in,1,1.0067857358596944e-05
to,keep,it,1,1.0067857358596944e-05
to,keep,me,2,2.013571471719389e-05
to,keep,mike,2,2.013571471719389e-05
to,keep,warm,2,2.013571471719389e-05
to,kidnap,us,1,1.0067857358596944e-05
to,kill,now,1,1.0067857358596944e-05
to,kill,the,1,1.0067857358596944e-05
to,kill,when,1,1.0067857358596944e-05
to,kneel,here,1,1.0067857358596944e-05
to,knock,people,1,1.0067857358596944e-05
to,know,about,1,1.0067857358596944e-05
to,know,better,1,1.0067857358596944e-05
to,know,how,1,1.0067857358596944e-05
to,know,something,1,1.0067857358596944e-05
to,know,the,3,3.020357207579083e-05
to,know,this,1,1.0067857358596944e-05
to,know,was,1,1.0067857358596944e-05
to,know,what,1,1.0067857358596944e-05
to,lanegresse,to,1,1.0067857358596944e-05
to,laugh,</s>,1,1.0067857358596944e-05
to,laugh,and,1,1.0067857358596944e-05
to,laugh,at,1,1.0067857358596944e-05
to,launch,the,1,1.0067857358596944e-05
to,lead,our,1,1.0067857358596944e-05
to,leave,at,1,1.0067857358596944e-05
to,leave,france,1,1.0067857358596944e-05
to,leave,his,1,1.0067857358596944e-05
to,leave,me,1,1.0067857358596944e-05
to,leave,paris,1,1.0067857358596944e-05
to,leave,the,1,1.0067857358596944e-05
to,let,that,1,1.0067857358596944e-05
to,let,us,1,1.0067857358596944e-05
to,lie,back,1,1.0067857358596944e-05
to,lift,him,1,1.0067857358596944e-05
to,lift,it,1,1.0067857358596944e-05
to,lift,the,1,1.0067857358596944e-05
to,light,the,1,1.0067857358596944e-05
to,like,you,1,1.0067857358596944e-05
to,listen,to,1,1.0067857358596944e-05
to,live,already,1,1.0067857358596944e-05
to,live,in,3,3.020357207579083e-05
to,live,with,1,1.0067857358596944e-05
to,lock,the,1,1.0067857358596944e-05
to,look,</s>,2,2.013571471719389e-05
to,look,after,1,1.0067857358596944e-05
to,look,at,4,4.027142943438778e-05
to,look,so,1,1.0067857358596944e-05
to,loosen,</s>,1,1.0067857358596944e-05
to,lose,their,1,1.0067857358596944e-05
to,lose,your,1,1.0067857358596944e-05
to,loyola,with,2,2.013571471719389e-05
to,lunch,</s>,3,3.020357207579083e-05
to,lunch,at,1,1.0067857358596944e-05
to,madame,duzinell,1,1.0067857358596944e-05
to,madame,lecomte,1,1.0067857358596944e-05
to,make,a,6,6.040714415158166e-05
to,make,an,1,1.0067857358596944e-05
to,make,any,1,1.0067857358596944e-05
to,make,friends,1,1.0067857358596944e-05
to,make,him,2,2.013571471719389e-05
to,make,it,8,8.054285886877555e-05
to,make,me,2,2.013571471719389e-05
to,make,more,1,1.0067857358596944e-05
to,make,people,1,1.0067857358596944e-05
to,make,sacrifices,1,1.0067857358596944e-05
to,make,the,1,1.0067857358596944e-05
to,many,people,1,1.0067857358596944e-05
to,march,in,1,1.0067857358596944e-05
to,marcial,</s>,1,1.0067857358596944e-05
to,marry,</s>,2,2.013571471719389e-05
to,marry,him,2,2.013571471719389e-05
to,marry,me,3,3.020357207579083e-05
to,marry,mike,1,1.0067857358596944e-05
to,marry,somebody,1,1.0067857358596944e-05
to,marry,them,1,1.0067857358596944e-05
to,marry,this,1,1.0067857358596944e-05
to,mass,in,1,1.0067857358596944e-05
to,me,</s>,26,0.00026176429132352053
to,me,and,3,3.020357207579083e-05
to,me,anyway,1,1.0067857358596944e-05
to,me,from,1,1.0067857358596944e-05
to,me,have,1,1.0067857358596944e-05
to,me,in,3,3.020357207579083e-05
to,me,is,1,1.0067857358596944e-05
to,me,like,1,1.0067857358596944e-05
to,me,to,2,2.013571471719389e-05
to,me,when,2,2.013571471719389e-05
to,me,with,1,1.0067857358596944e-05
to,me,you,1,1.0067857358596944e-05
to,mean,everything,1,1.0067857358596944e-05
to,meet,a,1,1.0067857358596944e-05
to,meet,at,1,1.0067857358596944e-05
to,meet,him,1,1.0067857358596944e-05
to,meet,me,1,1.0067857358596944e-05
to,meet,my,1,1.0067857358596944e-05
to,meet,pedro,1,1.0067857358596944e-05
to,meet,you,1,1.0067857358596944e-05
to,mention,him,1,1.0067857358596944e-05
to,mike,</s>,5,5.033928679298472e-05
to,mike,and,1,1.0067857358596944e-05
to,mix,emotions,1,1.0067857358596944e-05
to,mix,in,1,1.0067857358596944e-05
to,montmartre,</s>,1,1.0067857358596944e-05
to,montoya,hotel,1,1.0067857358596944e-05
to,morrow,</s>,9,9.06107162273725e-05
to,morrow,at,1,1.0067857358596944e-05
to,morrow,come,2,2.013571471719389e-05
to,morrow,if,2,2.013571471719389e-05
to,morrow,mike,1,1.0067857358596944e-05
to,morrow,my,1,1.0067857358596944e-05
to,morrow,night,2,2.013571471719389e-05
to,mount,</s>,1,1.0067857358596944e-05
to,move,brett,1,1.0067857358596944e-05
to,my,creditors,1,1.0067857358596944e-05
to,my,flat,1,1.0067857358596944e-05
to,my,hotel,1,1.0067857358596944e-05
to,my,office,2,2.013571471719389e-05
to,my,room,1,1.0067857358596944e-05
to,my,table,1,1.0067857358596944e-05
to,myself,and,1,1.0067857358596944e-05
to,myself,in,1,1.0067857358596944e-05
to,new,york,2,2.013571471719389e-05
to,night,</s>,13,0.00013088214566176027
to,night,after,1,1.0067857358596944e-05
to,night,at,1,1.0067857358596944e-05
to,night,bill,2,2.013571471719389e-05
to,night,he,1,1.0067857358596944e-05
to,nine,we,1,1.0067857358596944e-05
to,nose,at,1,1.0067857358596944e-05
to,notre,dame,1,1.0067857358596944e-05
to,old,montoya,1,1.0067857358596944e-05
to,one,of,2,2.013571471719389e-05
to,open,in,1,1.0067857358596944e-05
to,open,the,1,1.0067857358596944e-05
to,order,something,1,1.0067857358596944e-05
to,our,table,5,5.033928679298472e-05
to,outsiders,but,1,1.0067857358596944e-05
to,pamplona,</s>,2,2.013571471719389e-05
to,pamplona,and,1,1.0067857358596944e-05
to,paris,</s>,4,4.027142943438778e-05
to,paris,with,1,1.0067857358596944e-05
to,pass,to,1,1.0067857358596944e-05
to,pay,for,2,2.013571471719389e-05
to,pay,him,1,1.0067857358596944e-05
to,pay,montoya,1,1.0067857358596944e-05
to,pay,then,1,1.0067857358596944e-05
to,pedal,</s>,1,1.0067857358596944e-05
to,pedro,romero,1,1.0067857358596944e-05
to,people,who,1,1.0067857358596944e-05
to,pick,him,1,1.0067857358596944e-05
to,pick,us,1,1.0067857358596944e-05
to,pieces,</s>,1,1.0067857358596944e-05
to,play,</s>,1,1.0067857358596944e-05
to,play,pelota,1,1.0067857358596944e-05
to,play,tennis,1,1.0067857358596944e-05
to,play,the,1,1.0067857358596944e-05
to,please,him,1,1.0067857358596944e-05
to,please,me,2,2.013571471719389e-05
to,pop,out,1,1.0067857358596944e-05
to,pray,a,1,1.0067857358596944e-05
to,pray,and,1,1.0067857358596944e-05
to,present,my,1,1.0067857358596944e-05
to,princeton,</s>,1,1.0067857358596944e-05
to,provide,a,1,1.0067857358596944e-05
to,provincetown,from,1,1.0067857358596944e-05
to,pull,himself,1,1.0067857358596944e-05
to,pull,out,2,2.013571471719389e-05
to,pull,up,2,2.013571471719389e-05
to,put,up,1,1.0067857358596944e-05
to,quiet,down,2,2.013571471719389e-05
to,quiet,them,1,1.0067857358596944e-05
to,quietly,</s>,1,1.0067857358596944e-05
to,reach,him,1,1.0067857358596944e-05
to,read,</s>,2,2.013571471719389e-05
to,read,about,1,1.0067857358596944e-05
to,read,any,1,1.0067857358596944e-05
to,read,it,2,2.013571471719389e-05
to,read,the,1,1.0067857358596944e-05
to,read,until,1,1.0067857358596944e-05
to,read,without,1,1.0067857358596944e-05
to,realize,it,1,1.0067857358596944e-05
to,really,draw,1,1.0067857358596944e-05
to,receive,them,1,1.0067857358596944e-05
to,rejoin,you,1,1.0067857358596944e-05
to,remember,any,1,1.0067857358596944e-05
to,remember,that,1,1.0067857358596944e-05
to,ride,along,1,1.0067857358596944e-05
to,ride,out,1,1.0067857358596944e-05
to,ride,through,1,1.0067857358596944e-05
to,ripen,and,1,1.0067857358596944e-05
to,rise,she,1,1.0067857358596944e-05
to,rise,with,1,1.0067857358596944e-05
to,robert,cohn,1,1.0067857358596944e-05
to,rome,and,1,1.0067857358596944e-05
to,romero,</s>,3,3.020357207579083e-05
to,romero,and,1,1.0067857358596944e-05
to,roncesvalles,</s>,1,1.0067857358596944e-05
to,royalty,</s>,1,1.0067857358596944e-05
to,ruin,your,1,1.0067857358596944e-05
to,sail,on,1,1.0067857358596944e-05
to,saint,jean,1,1.0067857358596944e-05
to,saint,odile,1,1.0067857358596944e-05
to,san,fermin,1,1.0067857358596944e-05
to,san,sebastian,10,0.00010067857358596944
to,save,a,1,1.0067857358596944e-05
to,say,</s>,2,2.013571471719389e-05
to,say,a,1,1.0067857358596944e-05
to,say,but,1,1.0067857358596944e-05
to,say,good,1,1.0067857358596944e-05
to,say,he,1,1.0067857358596944e-05
to,say,something,1,1.0067857358596944e-05
to,say,the,1,1.0067857358596944e-05
to,say,things,1,1.0067857358596944e-05
to,say,was,1,1.0067857358596944e-05
to,say,with,1,1.0067857358596944e-05
to,sayand,i,1,1.0067857358596944e-05
to,see,</s>,1,1.0067857358596944e-05
to,see,belmonte,2,2.013571471719389e-05
to,see,bill,1,1.0067857358596944e-05
to,see,each,1,1.0067857358596944e-05
to,see,her,2,2.013571471719389e-05
to,see,him,6,6.040714415158166e-05
to,see,his,1,1.0067857358596944e-05
to,see,if,2,2.013571471719389e-05
to,see,into,1,1.0067857358596944e-05
to,see,it,2,2.013571471719389e-05
to,see,me,5,5.033928679298472e-05
to,see,michael,1,1.0067857358596944e-05
to,see,mr,1,1.0067857358596944e-05
to,see,my,1,1.0067857358596944e-05
to,see,our,1,1.0067857358596944e-05
to,see,the,9,9.06107162273725e-05
to,see,them,1,1.0067857358596944e-05
to,see,this,1,1.0067857358596944e-05
to,see,us,1,1.0067857358596944e-05
to,see,you,6,6.040714415158166e-05
to,sell,</s>,1,1.0067857358596944e-05
to,send,for,1,1.0067857358596944e-05
to,send,him,1,1.0067857358596944e-05
to,send,up,1,1.0067857358596944e-05
to,senlis,</s>,1,1.0067857358596944e-05
to,set,him,1,1.0067857358596944e-05
to,settle,he,1,1.0067857358596944e-05
to,shake,hands,4,4.027142943438778e-05
to,shatter,that,1,1.0067857358596944e-05
to,shoot,</s>,1,1.0067857358596944e-05
to,shore,</s>,1,1.0067857358596944e-05
to,shout,any,1,1.0067857358596944e-05
to,shove,off,1,1.0067857358596944e-05
to,show,a,1,1.0067857358596944e-05
to,show,how,1,1.0067857358596944e-05
to,show,the,1,1.0067857358596944e-05
to,shut,my,1,1.0067857358596944e-05
to,shut,off,1,1.0067857358596944e-05
to,side,</s>,1,1.0067857358596944e-05
to,side,hesitated,1,1.0067857358596944e-05
to,side,with,1,1.0067857358596944e-05
to,sign,and,1,1.0067857358596944e-05
to,sit,down,3,3.020357207579083e-05
to,sit,here,2,2.013571471719389e-05
to,sit,in,1,1.0067857358596944e-05
to,sit,on,1,1.0067857358596944e-05
to,sit,with,1,1.0067857358596944e-05
to,six,i,1,1.0067857358596944e-05
to,sleep,</s>,11,0.00011074643094456638
to,sleep,bill,1,1.0067857358596944e-05
to,sleep,mike,1,1.0067857358596944e-05
to,sleep,now,1,1.0067857358596944e-05
to,sleep,too,1,1.0067857358596944e-05
to,sleep,yet,1,1.0067857358596944e-05
to,smile,at,1,1.0067857358596944e-05
to,smile,that,1,1.0067857358596944e-05
to,smooth,him,1,1.0067857358596944e-05
to,some,friends,1,1.0067857358596944e-05
to,some,of,1,1.0067857358596944e-05
to,some,one,1,1.0067857358596944e-05
to,somebody,inside,1,1.0067857358596944e-05
to,something,cohn,1,1.0067857358596944e-05
to,south,america,6,6.040714415158166e-05
to,spain,</s>,2,2.013571471719389e-05
to,spain,in,1,1.0067857358596944e-05
to,spain,the,1,1.0067857358596944e-05
to,speak,with,1,1.0067857358596944e-05
to,spend,a,1,1.0067857358596944e-05
to,spread,it,1,1.0067857358596944e-05
to,spread,the,1,1.0067857358596944e-05
to,stand,on,1,1.0067857358596944e-05
to,stand,up,1,1.0067857358596944e-05
to,start,</s>,1,1.0067857358596944e-05
to,start,fishing,1,1.0067857358596944e-05
to,start,from,1,1.0067857358596944e-05
to,start,him,1,1.0067857358596944e-05
to,start,now,2,2.013571471719389e-05
to,start,on,1,1.0067857358596944e-05
to,start,talking,1,1.0067857358596944e-05
to,stay,</s>,1,1.0067857358596944e-05
to,stay,all,1,1.0067857358596944e-05
to,stay,and,1,1.0067857358596944e-05
to,stay,he,1,1.0067857358596944e-05
to,stay,here,1,1.0067857358596944e-05
to,stay,in,2,2.013571471719389e-05
to,stay,myself,1,1.0067857358596944e-05
to,stay,there,1,1.0067857358596944e-05
to,stay,with,1,1.0067857358596944e-05
to,stop,</s>,2,2.013571471719389e-05
to,stop,it,1,1.0067857358596944e-05
to,strasbourg,</s>,1,1.0067857358596944e-05
to,strasbourg,and,1,1.0067857358596944e-05
to,summer,time,1,1.0067857358596944e-05
to,sweat,in,1,1.0067857358596944e-05
to,swim,across,1,1.0067857358596944e-05
to,swim,in,1,1.0067857358596944e-05
to,swim,through,1,1.0067857358596944e-05
to,swing,on,1,1.0067857358596944e-05
to,tafalla,</s>,1,1.0067857358596944e-05
to,take,a,3,3.020357207579083e-05
to,take,bills,1,1.0067857358596944e-05
to,take,brett,1,1.0067857358596944e-05
to,take,her,1,1.0067857358596944e-05
to,take,it,1,1.0067857358596944e-05
to,take,me,1,1.0067857358596944e-05
to,take,that,1,1.0067857358596944e-05
to,take,the,5,5.033928679298472e-05
to,take,them,1,1.0067857358596944e-05
to,take,this,1,1.0067857358596944e-05
to,take,with,1,1.0067857358596944e-05
to,talk,</s>,1,1.0067857358596944e-05
to,talk,about,2,2.013571471719389e-05
to,talk,inconsequentially,1,1.0067857358596944e-05
to,talk,like,1,1.0067857358596944e-05
to,talk,some,1,1.0067857358596944e-05
to,talk,to,3,3.020357207579083e-05
to,talk,with,2,2.013571471719389e-05
to,tear,down,1,1.0067857358596944e-05
to,tell,</s>,1,1.0067857358596944e-05
to,tell,her,1,1.0067857358596944e-05
to,tell,him,2,2.013571471719389e-05
to,tell,us,1,1.0067857358596944e-05
to,tell,you,3,3.020357207579083e-05
to,that,</s>,3,3.020357207579083e-05
to,that,other,1,1.0067857358596944e-05
to,that,sort,1,1.0067857358596944e-05
to,the,absolute,1,1.0067857358596944e-05
to,the,accordion,1,1.0067857358596944e-05
to,the,ardennes,1,1.0067857358596944e-05
to,the,ayuntamiento,1,1.0067857358596944e-05
to,the,back,1,1.0067857358596944e-05
to,the,bal,1,1.0067857358596944e-05
to,the,balcony,1,1.0067857358596944e-05
to,the,bar,5,5.033928679298472e-05
to,the,barber,2,2.013571471719389e-05
to,the,barbers,1,1.0067857358596944e-05
to,the,barman,1,1.0067857358596944e-05
to,the,barrera,2,2.013571471719389e-05
to,the,bartender,1,1.0067857358596944e-05
to,the,beach,1,1.0067857358596944e-05
to,the,bed,2,2.013571471719389e-05
to,the,bedroom,1,1.0067857358596944e-05
to,the,big,2,2.013571471719389e-05
to,the,boiling,1,1.0067857358596944e-05
to,the,bois,1,1.0067857358596944e-05
to,the,bottle,1,1.0067857358596944e-05
to,the,bottom,1,1.0067857358596944e-05
to,the,boulevard,2,2.013571471719389e-05
to,the,bowl,1,1.0067857358596944e-05
to,the,bridge,2,2.013571471719389e-05
to,the,bull,9,9.06107162273725e-05
to,the,bulls,1,1.0067857358596944e-05
to,the,bus,1,1.0067857358596944e-05
to,the,café,20,0.00020135714717193888
to,the,car,3,3.020357207579083e-05
to,the,casino,1,1.0067857358596944e-05
to,the,closerie,1,1.0067857358596944e-05
to,the,coast,2,2.013571471719389e-05
to,the,cocher,1,1.0067857358596944e-05
to,the,concha,1,1.0067857358596944e-05
to,the,concierge,1,1.0067857358596944e-05
to,the,cook,1,1.0067857358596944e-05
to,the,corner,1,1.0067857358596944e-05
to,the,corrals,1,1.0067857358596944e-05
to,the,corrida,1,1.0067857358596944e-05
to,the,count,1,1.0067857358596944e-05
to,the,critic,1,1.0067857358596944e-05
to,the,cupboard,1,1.0067857358596944e-05
to,the,curb,2,2.013571471719389e-05
to,the,dance,1,1.0067857358596944e-05
to,the,dead,1,1.0067857358596944e-05
to,the,dingo,1,1.0067857358596944e-05
to,the,dining,1,1.0067857358596944e-05
to,the,dinner,1,1.0067857358596944e-05
to,the,dome,1,1.0067857358596944e-05
to,the,door,5,5.033928679298472e-05
to,the,dressing,1,1.0067857358596944e-05
to,the,edge,4,4.027142943438778e-05
to,the,entrance,1,1.0067857358596944e-05
to,the,fence,2,2.013571471719389e-05
to,the,fiesta,3,3.020357207579083e-05
to,the,fight,4,4.027142943438778e-05
to,the,fishing,1,1.0067857358596944e-05
to,the,flannel,2,2.013571471719389e-05
to,the,flat,1,1.0067857358596944e-05
to,the,ford,1,1.0067857358596944e-05
to,the,fortifications,1,1.0067857358596944e-05
to,the,gare,1,1.0067857358596944e-05
to,the,gayety,1,1.0067857358596944e-05
to,the,german,1,1.0067857358596944e-05
to,the,great,1,1.0067857358596944e-05
to,the,gutter,1,1.0067857358596944e-05
to,the,gypsy,1,1.0067857358596944e-05
to,the,half,1,1.0067857358596944e-05
to,the,heavy,1,1.0067857358596944e-05
to,the,hotel,20,0.00020135714717193888
to,the,ile,1,1.0067857358596944e-05
to,the,infirmary,1,1.0067857358596944e-05
to,the,inn,3,3.020357207579083e-05
to,the,inside,1,1.0067857358596944e-05
to,the,irati,2,2.013571471719389e-05
to,the,iruña,3,3.020357207579083e-05
to,the,island,1,1.0067857358596944e-05
to,the,keeper,1,1.0067857358596944e-05
to,the,kiosque,1,1.0067857358596944e-05
to,the,kitchen,1,1.0067857358596944e-05
to,the,law,1,1.0067857358596944e-05
to,the,left,3,3.020357207579083e-05
to,the,lights,2,2.013571471719389e-05
to,the,lilas,1,1.0067857358596944e-05
to,the,local,1,1.0067857358596944e-05
to,the,madeleine,1,1.0067857358596944e-05
to,the,man,1,1.0067857358596944e-05
to,the,market,1,1.0067857358596944e-05
to,the,markets,1,1.0067857358596944e-05
to,the,morning,1,1.0067857358596944e-05
to,the,music,1,1.0067857358596944e-05
to,the,next,1,1.0067857358596944e-05
to,the,office,3,3.020357207579083e-05
to,the,opéra,1,1.0067857358596944e-05
to,the,other,3,3.020357207579083e-05
to,the,owner,1,1.0067857358596944e-05
to,the,palace,1,1.0067857358596944e-05
to,the,pantheon,1,1.0067857358596944e-05
to,the,parc,1,1.0067857358596944e-05
to,the,park,1,1.0067857358596944e-05
to,the,party,1,1.0067857358596944e-05
to,the,paseo,1,1.0067857358596944e-05
to,the,patronne,1,1.0067857358596944e-05
to,the,pelota,1,1.0067857358596944e-05
to,the,people,1,1.0067857358596944e-05
to,the,place,1,1.0067857358596944e-05
to,the,post,1,1.0067857358596944e-05
to,the,puerta,1,1.0067857358596944e-05
to,the,quai,1,1.0067857358596944e-05
to,the,races,2,2.013571471719389e-05
to,the,raft,2,2.013571471719389e-05
to,the,railway,1,1.0067857358596944e-05
to,the,riau,1,1.0067857358596944e-05
to,the,right,2,2.013571471719389e-05
to,the,rigid,1,1.0067857358596944e-05
to,the,ring,3,3.020357207579083e-05
to,the,ritz,1,1.0067857358596944e-05
to,the,road,1,1.0067857358596944e-05
to,the,rod,1,1.0067857358596944e-05
to,the,roof,1,1.0067857358596944e-05
to,the,rotonde,2,2.013571471719389e-05
to,the,rue,1,1.0067857358596944e-05
to,the,sea,1,1.0067857358596944e-05
to,the,select,3,3.020357207579083e-05
to,the,side,1,1.0067857358596944e-05
to,the,small,1,1.0067857358596944e-05
to,the,sorbonne,1,1.0067857358596944e-05
to,the,south,1,1.0067857358596944e-05
to,the,square,1,1.0067857358596944e-05
to,the,station,2,2.013571471719389e-05
to,the,stone,1,1.0067857358596944e-05
to,the,stream,1,1.0067857358596944e-05
to,the,street,2,2.013571471719389e-05
to,the,suizo,2,2.013571471719389e-05
to,the,surf,1,1.0067857358596944e-05
to,the,surface,1,1.0067857358596944e-05
to,the,sword,1,1.0067857358596944e-05
to,the,table,3,3.020357207579083e-05
to,the,top,1,1.0067857358596944e-05
to,the,town,1,1.0067857358596944e-05
to,the,tracks,1,1.0067857358596944e-05
to,the,train,1,1.0067857358596944e-05
to,the,trees,1,1.0067857358596944e-05
to,the,wagon,1,1.0067857358596944e-05
to,the,waiter,2,2.013571471719389e-05
to,the,walls,1,1.0067857358596944e-05
to,the,wife,1,1.0067857358596944e-05
to,the,wind,1,1.0067857358596944e-05
to,the,window,3,3.020357207579083e-05
to,the,wine,1,1.0067857358596944e-05
to,their,meal,1,1.0067857358596944e-05
to,their,places,1,1.0067857358596944e-05
to,them,</s>,1,1.0067857358596944e-05
to,them,brett,1,1.0067857358596944e-05
to,them,that,1,1.0067857358596944e-05
to,think,about,3,3.020357207579083e-05
to,think,how,1,1.0067857358596944e-05
to,think,ill,1,1.0067857358596944e-05
to,think,my,1,1.0067857358596944e-05
to,think,of,1,1.0067857358596944e-05
to,think,so,1,1.0067857358596944e-05
to,this,address,1,1.0067857358596944e-05
to,this,fishing,1,1.0067857358596944e-05
to,throw,chairs,1,1.0067857358596944e-05
to,throw,things,1,1.0067857358596944e-05
to,throw,up,1,1.0067857358596944e-05
to,toast,something,1,1.0067857358596944e-05
to,touch,you,1,1.0067857358596944e-05
to,town,</s>,1,1.0067857358596944e-05
to,town,in,1,1.0067857358596944e-05
to,travel,</s>,1,1.0067857358596944e-05
to,try,a,1,1.0067857358596944e-05
to,try,and,3,3.020357207579083e-05
to,try,it,1,1.0067857358596944e-05
to,try,them,1,1.0067857358596944e-05
to,turn,around,1,1.0067857358596944e-05
to,turn,him,1,1.0067857358596944e-05
to,turn,his,1,1.0067857358596944e-05
to,turn,it,1,1.0067857358596944e-05
to,undress,and,1,1.0067857358596944e-05
to,us,</s>,2,2.013571471719389e-05
to,us,and,2,2.013571471719389e-05
to,us,in,1,1.0067857358596944e-05
to,us,too,1,1.0067857358596944e-05
to,use,his,1,1.0067857358596944e-05
to,vienna,</s>,3,3.020357207579083e-05
to,visit,friends,2,2.013571471719389e-05
to,visit,me,1,1.0067857358596944e-05
to,wade,a,1,1.0067857358596944e-05
to,wade,in,1,1.0067857358596944e-05
to,wait,a,1,1.0067857358596944e-05
to,wait,for,2,2.013571471719389e-05
to,wait,forty,1,1.0067857358596944e-05
to,wait,twenty,1,1.0067857358596944e-05
to,wake,him,1,1.0067857358596944e-05
to,wake,up,1,1.0067857358596944e-05
to,walk,</s>,1,1.0067857358596944e-05
to,walk,around,1,1.0067857358596944e-05
to,walk,back,1,1.0067857358596944e-05
to,walk,through,1,1.0067857358596944e-05
to,watch,edna,1,1.0067857358596944e-05
to,watch,if,1,1.0067857358596944e-05
to,watch,on,1,1.0067857358596944e-05
to,watch,the,1,1.0067857358596944e-05
to,watch,you,1,1.0067857358596944e-05
to,watching,the,1,1.0067857358596944e-05
to,wearing,spectacles,1,1.0067857358596944e-05
to,what,i,1,1.0067857358596944e-05
to,what,life,1,1.0067857358596944e-05
to,what,went,1,1.0067857358596944e-05
to,where,the,3,3.020357207579083e-05
to,which,it,1,1.0067857358596944e-05
to,whom,you,1,1.0067857358596944e-05
to,win,as,1,1.0067857358596944e-05
to,win,at,1,1.0067857358596944e-05
to,wish,him,1,1.0067857358596944e-05
to,women,and,1,1.0067857358596944e-05
to,work,</s>,4,4.027142943438778e-05
to,work,in,1,1.0067857358596944e-05
to,work,on,1,1.0067857358596944e-05
to,work,to,1,1.0067857358596944e-05
to,work,up,1,1.0067857358596944e-05
to,worry,about,2,2.013571471719389e-05
to,write,a,1,1.0067857358596944e-05
to,write,me,1,1.0067857358596944e-05
to,write,some,1,1.0067857358596944e-05
to,you,</s>,6,6.040714415158166e-05
to,you,after,1,1.0067857358596944e-05
to,you,if,1,1.0067857358596944e-05
to,you,jake,1,1.0067857358596944e-05
to,your,friend,1,1.0067857358596944e-05
to,your,room,1,1.0067857358596944e-05
to,your,values,2,2.013571471719389e-05
toast,</s>,<s>,3,3.020357207579083e-05
toast,drinking,my,1,1.0067857358596944e-05
toast,something,</s>,1,1.0067857358596944e-05
toasted,and,buttered,1,1.0067857358596944e-05
tobacco,tins,with,1,1.0067857358596944e-05
toes,and,sighted,1,1.0067857358596944e-05
toes,on,the,1,1.0067857358596944e-05
toes,touched,</s>,1,1.0067857358596944e-05
together,</s>,<s>,17,0.00017115357509614804
together,again,some,1,1.0067857358596944e-05
together,and,i,1,1.0067857358596944e-05
together,and,read,1,1.0067857358596944e-05
together,and,then,1,1.0067857358596944e-05
together,at,san,1,1.0067857358596944e-05
together,at,the,1,1.0067857358596944e-05
together,brett,</s>,1,1.0067857358596944e-05
together,going,down,1,1.0067857358596944e-05
together,heavy,muddy,1,1.0067857358596944e-05
together,in,an,1,1.0067857358596944e-05
together,in,the,1,1.0067857358596944e-05
together,their,heads,1,1.0067857358596944e-05
together,under,a,1,1.0067857358596944e-05
together,we,walked,1,1.0067857358596944e-05
together,writing,on,1,1.0067857358596944e-05
togetherbut,i,cant,1,1.0067857358596944e-05
told,</s>,<s>,1,1.0067857358596944e-05
told,every,one,1,1.0067857358596944e-05
told,her,</s>,1,1.0067857358596944e-05
told,her,about,1,1.0067857358596944e-05
told,her,how,1,1.0067857358596944e-05
told,her,it,1,1.0067857358596944e-05
told,her,that,1,1.0067857358596944e-05
told,her,youre,1,1.0067857358596944e-05
told,him,</s>,1,1.0067857358596944e-05
told,him,about,1,1.0067857358596944e-05
told,him,i,8,8.054285886877555e-05
told,him,off,2,2.013571471719389e-05
told,him,only,1,1.0067857358596944e-05
told,him,to,1,1.0067857358596944e-05
told,him,we,1,1.0067857358596944e-05
told,jake,isnt,1,1.0067857358596944e-05
told,me,a,1,1.0067857358596944e-05
told,me,about,1,1.0067857358596944e-05
told,me,all,1,1.0067857358596944e-05
told,me,robert,1,1.0067857358596944e-05
told,me,that,1,1.0067857358596944e-05
told,my,mother,1,1.0067857358596944e-05
told,romero,how,1,1.0067857358596944e-05
told,that,four,1,1.0067857358596944e-05
told,the,barman,1,1.0067857358596944e-05
told,the,driver,4,4.027142943438778e-05
told,the,woman,1,1.0067857358596944e-05
told,there,was,1,1.0067857358596944e-05
told,us,the,1,1.0067857358596944e-05
told,you,he,1,1.0067857358596944e-05
told,you,that,1,1.0067857358596944e-05
tolerant,but,i,1,1.0067857358596944e-05
tomorrow,love,jake,1,1.0067857358596944e-05
tone,</s>,<s>,1,1.0067857358596944e-05
tongue,</s>,<s>,1,1.0067857358596944e-05
tongue,out,</s>,1,1.0067857358596944e-05
tons,</s>,<s>,1,1.0067857358596944e-05
too,</s>,<s>,43,0.00043291786641966854
too,and,afterward,1,1.0067857358596944e-05
too,and,bill,1,1.0067857358596944e-05
too,and,sat,1,1.0067857358596944e-05
too,and,they,1,1.0067857358596944e-05
