,Sentence,sentiment,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
682,That damn Cohn.,-0.4019,-0.4019,0.0,0.574,0.426,0,1,0
683,"He should have hit somebody the first time he was insulted, and then gone away.",-0.5106,-0.5106,0.0,0.191,0.809,0,1,0
684,"“The damn police kept arresting chaps that wanted to go and commit suicide with the bulls.” “The steers took them in, in the end,” Mike said.",-0.7184,-0.7184,0.068,0.222,0.71,0,1,0
685,“You’ve been in the war.,-0.5994,-0.5994,0.0,0.494,0.506,0,1,0
686,"I rather think I saw him just before, and then quite suddenly I was sitting down in the street, and Jake was lying under a table.” “Where did he go afterward?” I asked.",-0.5267,-0.5267,0.0,0.112,0.888,0,1,0
687,"“Why he went in and found Brett and the bull-fighter chap in the bull-fighter’s room, and then he massacred the poor, bloody bull-fighter.” “No.” “Yes.” “What a night!” Bill said.",-0.7424,-0.7424,0.0,0.189,0.811,0,1,0
688,"“He nearly killed the poor, bloody bull-fighter.",-0.8885,-0.8885,0.0,0.724,0.276,0,1,0
689,Damned touching scene.” He took a long drink of the beer.,-0.3818,-0.3818,0.0,0.224,0.776,0,1,0
690,"“Then Cohn broke down and cried, and wanted to shake hands with the bull-fighter fellow.",-0.7269,-0.7269,0.0,0.372,0.628,0,1,0
691,"He wanted to shake hands with Brett, too.” “I know.",-0.1779,-0.1779,0.0,0.159,0.841,0,1,0
692,He shook hands with me.” “Did he?,-0.1027,-0.1027,0.0,0.189,0.811,0,1,0
693,It must have been damned funny.” “Where did you hear all this?” “Brett.,-0.3818,-0.3818,0.0,0.178,0.822,0,1,0
694,"He’d been knocked down about fifteen times, and he wanted to fight some more.",-0.3818,-0.3818,0.0,0.167,0.833,0,1,0
695,"He was weak, but Brett couldn’t hold him, and he got up.",-0.2382,-0.2382,0.0,0.151,0.849,0,1,0
696,Said it would be wicked.,-0.5267,-0.5267,0.0,0.459,0.541,0,1,0
697,"‘I’d be ashamed to.’ “So the bull-fighter fellow hit him just as hard as he could in the face, and then sat down on the floor.",-0.5423,-0.5423,0.0,0.158,0.842,0,1,0
698,"He said if Cohn helped him he’d kill him, and he’d kill him anyway this morning if Cohn wasn’t out of town.",-0.886,-0.886,0.0,0.32,0.68,0,1,0
699,"Cohn was crying, and Brett had told him off, and he wanted to shake hands.",-0.5859,-0.5859,0.0,0.27,0.73,0,1,0
700,"Brett wasn’t having any shaking hands, and Cohn was crying and telling her how much he loved her, and she was telling him not to be a ruddy ass.",-0.5267,-0.5267,0.108,0.229,0.663,0,1,0
701,Then Cohn leaned down to shake hands with the bull-fighter fellow.,-0.1779,-0.1779,0.0,0.145,0.855,0,1,0
702,"No hard feelings, you know.",-0.3818,-0.3818,0.0,0.545,0.455,0,1,0
703,"“He ruined Cohn,” Mike said.",-0.4767,-0.4767,0.0,0.437,0.563,0,1,0
704,“Brett’s rather cut up.,-0.2732,-0.2732,0.0,0.412,0.588,0,1,0
705,“I think I’ll _stay_ rather drunk.,-0.34,-0.34,0.0,0.324,0.676,0,1,0
706,"This is all awfully amusing, but it’s not too pleasant.",-0.3831,-0.3831,0.144,0.263,0.593,0,1,0
707,It’s not too pleasant for me.” He drank off the beer.,-0.4023,-0.4023,0.0,0.213,0.787,0,1,0
708,"I gave her a fearful hiding about Jews and bull-fighters, and all those sort of people, and do you know what she said: ‘Yes.",-0.6597,-0.6597,0.0,0.213,0.787,0,1,0
709,I’ve had such a hell of a happy life with the British aristocracy!’” He took a drink.,-0.2942,-0.2942,0.18,0.238,0.583,0,1,0
710,"Finally, when he got really bad, he used to tell her he’d kill her.",-0.8588,-0.8588,0.0,0.414,0.586,0,1,0
711,"Damned shame, too.",-0.6908,-0.6908,0.0,0.851,0.149,0,1,0
712,Damn bad thing not to get sleep.,-0.7351,-0.7351,0.0,0.554,0.446,0,1,0
713,"Makes you frightfully nervy.” “We’ll see you at noon at the Iruña,” Bill said.",-0.4019,-0.4019,0.0,0.172,0.828,0,1,0
714,I had a hell of a row about him last night.” “Where?,-0.6808,-0.6808,0.0,0.365,0.635,0,1,0
715,"There was a fellow there that had helped pay Brett and Mike out of Cannes, once.",-0.1027,-0.1027,0.0,0.091,0.909,0,1,0
716,He was damned nasty.” “I know the story.” “I didn’t.,-0.3818,-0.3818,0.0,0.224,0.776,0,1,0
717,I wish to hell they didn’t have any right.,-0.4404,-0.4404,0.203,0.346,0.451,0,1,0
718,I’m going to bed.” “Was anybody killed in the ring?” “I don’t think so.,-0.6705,-0.6705,0.0,0.257,0.743,0,1,0
719,Just badly hurt.” “A man was killed outside in the runway.” “Was there?” said Bill.,-0.8225,-0.8225,0.0,0.369,0.631,0,1,0
720,The dancers were all quite drunk.,-0.4005,-0.4005,0.0,0.35,0.65,0,1,0
721,"When the cars emptied, the onlookers were absorbed into the crowd.",-0.1779,-0.1779,0.0,0.145,0.855,0,1,0
722,I was nervous about Mike.,-0.2732,-0.2732,0.0,0.412,0.588,0,1,0
723,"“I heard Cohn had hurt you, Jake,” Brett said.",-0.5267,-0.5267,0.0,0.298,0.702,0,1,0
724,"That was all.” “I say, he did hurt Pedro Romero,” Brett said.",-0.5267,-0.5267,0.0,0.236,0.764,0,1,0
725,“He hurt him most badly.” “How is he?” “He’ll be all right.,-0.5267,-0.5267,0.0,0.236,0.764,0,1,0
726,He was really hurt.,-0.5709,-0.5709,0.0,0.552,0.448,0,1,0
727,"“Oh, to hell with your bull-fighter!” He tipped the table so that all the beers and the dish of shrimps went over in a crash.",-0.8221,-0.8221,0.0,0.257,0.743,0,1,0
728,“Let’s get out of this.” In the crowd crossing the square I said: “How is it?” “I’m not going to see him after lunch until the fight.,-0.3818,-0.3818,0.0,0.094,0.906,0,1,0
729,"They’re very angry about me, he says.” Brett was radiant.",-0.1263,-0.1263,0.211,0.245,0.544,0,1,0
730,"“You’ve no idea, Jake.” “Anything you want me to do?” “No, just go to the fight with me.” “We’ll see you at lunch?” “No.",-0.594,-0.594,0.047,0.188,0.765,0,1,0
731,“It’s very bad for him.” “So do I.” “He says the bulls are all right.” “They’re good.” “Is that San Fermin’s?” Brett looked at the yellow wall of the chapel.,-0.5849,-0.5849,0.0,0.116,0.884,0,1,0
732,"“I’m damned bad for a religious atmosphere,” Brett said.",-0.7269,-0.7269,0.0,0.504,0.496,0,1,0
733,“I’ve the wrong type of face.,-0.4767,-0.4767,0.0,0.383,0.617,0,1,0
734,"To-day’s going to be bad enough as it is.” It was the first time I had seen her in the old happy, careless way since before she went off with Cohn.",-0.3182,-0.3182,0.101,0.163,0.736,0,1,0
735,"“Mike must have been in bad shape,” she said on the stairs.",-0.5423,-0.5423,0.0,0.241,0.759,0,1,0
736,He bowed and did not smile.,-0.2755,-0.2755,0.0,0.297,0.703,0,1,0
737,"“Thank you, so much, Jake.” We had stopped at the floor our rooms were on.",-0.2263,-0.2263,0.0,0.119,0.881,0,1,0
738,There was no answer.,-0.296,-0.296,0.0,0.423,0.577,0,1,0
739,There were empty bottles beside the bed.,-0.2023,-0.2023,0.0,0.231,0.769,0,1,0
740,Mike lay on the bed looking like a death mask of himself.,-0.34,-0.34,0.162,0.253,0.584,0,1,0
741,"Don’t worry, boy.” “Brett’s got a bull-fighter,” Mike said.",-0.4404,-0.4404,0.0,0.293,0.707,0,1,0
742,"He was damned snotty when I was getting Mike up-stairs.” “He was snotty to us, too.” “Let’s go out and eat in the town.” We went down the stairs.",-0.3818,-0.3818,0.0,0.088,0.912,0,1,0
743,The sword-handlers and bull-ring servants came down the callejon carrying on their shoulders the wicker baskets of fighting capes and muletas.,-0.3612,-0.3612,0.0,0.111,0.889,0,1,0
744,When he came in the fight would start.,-0.3818,-0.3818,0.0,0.271,0.729,0,1,0
745,His tricornered hat was low down over his eyes.,-0.2732,-0.2732,0.0,0.208,0.792,0,1,0
746,"I could not see his face clearly under the hat, but it looked badly marked.",-0.5106,-0.5106,0.103,0.231,0.667,0,1,0
747,They were all alone.,-0.25,-0.25,0.0,0.4,0.6,0,1,0
748,"The sword-handler looked back, shook his head, and said something.",-0.1027,-0.1027,0.0,0.135,0.865,0,1,0
749,"The sword-handler brought it and Romero poured water over the percale of his fighting-cape, and then scuffed the lower folds in the sand with his slippered foot.",-0.296,-0.296,0.0,0.078,0.922,0,1,0
750,This way he gave the sensation of coming tragedy.,-0.6597,-0.6597,0.0,0.355,0.645,0,1,0
751,"People went to the corrida to see Belmonte, to be given tragic sensations, and perhaps to see the death of Belmonte.",-0.7845,-0.7845,0.0,0.266,0.734,0,1,0
752,Since then he has killed more than a thousand bulls.,-0.6705,-0.6705,0.0,0.36,0.64,0,1,0
753,"When he retired the legend grew up about how his bull-fighting had been, and when he came out of retirement the public were disappointed because no real man could work as close to the bulls as Belmonte was supposed to have done, not, of course, even Belmonte.",-0.6486,-0.6486,0.0,0.105,0.895,0,1,0
754,"Also Belmonte imposed conditions and insisted that his bulls should not be too large, nor too dangerously armed with horns, and so the element that was necessary to give the sensation of tragedy was not there, and the public, who wanted three times as much from Belmonte, who was sick with a fistula, as Belmonte had ever been able to give, felt defrauded and cheated, and Belmonte’s jaw came further out in contempt, and his face turned yellower, and he moved with greater difficulty as his pain increased, and finally the crowd were actively against him, and he was utterly contemptuous and indifferent.",-0.9582,-0.9582,0.075,0.218,0.708,0,1,0
755,"Sometimes he turned to smile that toothed, long-jawed, lipless smile when he was called something particularly insulting, and always the pain that any movement produced grew stronger and stronger, until finally his yellow face was parchment color, and after his second bull was dead and the throwing of bread and cushions was over, after he had saluted the President with the same wolf-jawed smile and contemptuous eyes, and handed his sword over the barrera to be wiped, and put back in its case, he passed through into the callejon and leaned on the barrera below us, his head on his arms, not seeing, not hearing anything, only going through his pain.",-0.7841,-0.7841,0.097,0.134,0.769,0,1,0
756,He paid no attention to Marcial.,-0.296,-0.296,0.0,0.306,0.694,0,1,0
757,It was a competition that Belmonte would not enter because it would lead only to a bad horn wound or death.,-0.8126,-0.8126,0.0,0.303,0.697,0,1,0
758,"So he had two small, manageable bulls without much horns, and when he felt the greatness again coming, just a little of it through the pain that was always with him, it had been discounted and sold in advance, and it did not give him a good feeling.",-0.6131,-0.6131,0.054,0.113,0.833,0,1,0
759,"It was the greatness, but it did not make bull-fighting wonderful to him any more.",-0.612,-0.612,0.0,0.222,0.778,0,1,0
760,But he did not do it for her at any loss to himself.,-0.4497,-0.4497,0.0,0.197,0.803,0,1,0
761,He did not want to charge.,-0.0572,-0.0572,0.0,0.196,0.804,0,1,0
762,"The bull charged with the reflex, charged, and found not the flash of color but a white horse, and a man leaned far over the horse, shot the steel point of the long hickory shaft into the hump of muscle on the bull’s shoulder, and pulled his horse sideways as he pivoted on the pic, making a wound, enforcing the iron into the bull’s shoulder, making him bleed for Belmonte.",-0.2023,-0.2023,0.0,0.041,0.959,0,1,0
763,He did not really want to get at the horse.,-0.1126,-0.1126,0.0,0.138,0.862,0,1,0
764,He turned and the group broke apart and Romero was taking him out with his cape.,-0.4215,-0.4215,0.0,0.157,0.843,0,1,0
765,"He took him out softly and smoothly, and then stopped and, standing squarely in front of the bull, offered him the cape.",-0.2263,-0.2263,0.0,0.083,0.917,0,1,0
766,"The bull’s tail went up and he charged, and Romero moved his arms ahead of the bull, wheeling, his feet firmed.",-0.2023,-0.2023,0.0,0.083,0.917,0,1,0
767,His first bull did not see well.,-0.2057,-0.2057,0.0,0.232,0.768,0,1,0
768,After the first two passes with the cape Romero knew exactly how bad the vision was impaired.,-0.3612,-0.3612,0.098,0.171,0.732,0,1,0
769,It was not brilliant bull-fighting.,-0.4717,-0.4717,0.0,0.434,0.566,0,1,0
770,"Nothing very fine could happen with a bull that could not see the lures, but the President would not order him replaced.",-0.1039,-0.1039,0.0,0.066,0.934,0,1,0
771,"The Biarritz crowd did not like it They thought Romero was afraid, and that was why he gave that little sidestep each time as he transferred the bull’s charge from his own body to the flannel.",-0.2755,-0.2755,0.0,0.057,0.943,0,1,0
772,The bull’s so dumb he only goes after the cloth.” “He’s just a young bull-fighter.,-0.6418,-0.6418,0.0,0.246,0.754,0,1,0
773,"He hasn’t learned it yet.” “But I thought he was fine with the cape before.” “Probably he’s nervous now.” Out in the centre of the ring, all alone, Romero was going on with the same thing, getting so close that the bull could see him plainly, offering the body, offering it again a little closer, the bull watching dully, then so close that the bull thought he had him, offering again and finally drawing the charge and then, just before the horns came, giving the bull the red cloth to follow with at little, almost imperceptible, jerk that so offended the critical judgment of the Biarritz bull-fight experts.",-0.7727,-0.7727,0.036,0.112,0.851,0,1,0
774,"“He’s going to kill now,” I said to Brett.",-0.6908,-0.6908,0.0,0.402,0.598,0,1,0
775,The bull charged as Romero charged.,-0.3818,-0.3818,0.0,0.474,0.526,0,1,0
776,Then the figure was broken.,-0.4767,-0.4767,0.0,0.437,0.563,0,1,0
777,It hurt him to drink out of the jug.,-0.5267,-0.5267,0.0,0.298,0.702,0,1,0
778,It was the bull that had sprinted out and killed the man in the morning running.,-0.6705,-0.6705,0.0,0.231,0.769,0,1,0
779,During Romero’s first bull his hurt face had been very noticeable.,-0.5267,-0.5267,0.0,0.254,0.746,0,1,0
780,All the concentration of the awkwardly delicate working with the bull that could not see well brought it out.,-0.443,-0.443,0.056,0.193,0.751,0,1,0
781,The fight with Cohn had not touched his spirit but his face had been smashed and his body hurt.,-0.769,-0.769,0.0,0.324,0.676,0,1,0
782,"When he had finished his work with the muleta and was ready to kill, the crowd made him go on.",-0.4939,-0.4939,0.099,0.187,0.714,0,1,0
783,"They did not want the bull killed yet, they did not want it to be over.",-0.7135,-0.7135,0.0,0.348,0.652,0,1,0
784,There were no tricks and no mystifications.,-0.5994,-0.5994,0.0,0.596,0.404,0,1,0
785,There was no brusqueness.,-0.296,-0.296,0.0,0.423,0.577,0,1,0
786,And each pass as it reached the summit gave you a sudden ache inside.,-0.296,-0.296,0.093,0.173,0.733,0,1,0
787,The crowd did not want it ever to be finished.,-0.0572,-0.0572,0.0,0.12,0.88,0,1,0
788,"The bull was squared on all four feet to be killed, and Romero killed directly below us.",-0.875,-0.875,0.0,0.375,0.625,0,1,0
789,"He killed not as he had been forced to by the last bull, but as he wanted to.",-0.5789,-0.5789,0.0,0.229,0.771,0,1,0
790,"The bull charged and Romero waited for the charge, the muleta held low, sighting along the blade, his feet firm.",-0.4404,-0.4404,0.0,0.178,0.822,0,1,0
791,"The bull tried to go forward, his legs commenced to settle, he swung from side to side, hesitated, then went down on his knees, and Romero’s older brother leaned forward behind him and drove a short knife into the bull’s neck at the base of the horns.",-0.3182,-0.3182,0.0,0.049,0.951,0,1,0
792,The first time he missed.,-0.296,-0.296,0.0,0.355,0.645,0,1,0
793,"He drove the knife in again, and the bull went over, twitching and rigid.",-0.128,-0.128,0.0,0.103,0.897,0,1,0
794,The brother cut the notched black ear from the dead bull and trotted over with it to Romero.,-0.7506,-0.7506,0.0,0.286,0.714,0,1,0
795,"He fought and twisted away, and started running, in the midst of them, toward the exit.",-0.3182,-0.3182,0.0,0.133,0.867,0,1,0
796,He did not want to be carried on people’s shoulders.,-0.0572,-0.0572,0.0,0.12,0.88,0,1,0
797,It was uncomfortable and his legs were spraddled and his body was very sore.,-0.659,-0.659,0.0,0.31,0.69,0,1,0
798,Bill was tired after the bull-fight.,-0.4404,-0.4404,0.0,0.367,0.633,0,1,0
799,We both took a bull-fight very hard.,-0.1761,-0.1761,0.0,0.253,0.747,0,1,0
800,"“I feel sorry about Cohn,” Bill said.",-0.0772,-0.0772,0.0,0.178,0.822,0,1,0
801,"“He had an awful time.” “Oh, to hell with Cohn,” I said.",-0.8225,-0.8225,0.0,0.458,0.542,0,1,0
802,"“Where do you suppose he went?” “Up to Paris.” “What do you suppose he’ll do?” “Oh, to hell with him.” “What do you suppose he’ll do?” “Pick up with his old girl, probably.” “Who was his old girl?” “Somebody named Frances.” We had another absinthe.",-0.7622,-0.7622,0.0,0.112,0.888,0,1,0
803,I began to feel drunk but I did not feel any better.,-0.5871,-0.5871,0.0,0.375,0.625,0,1,0
804,"Get over your damn depression.” “Well, I’m tight.",-0.4019,-0.4019,0.0,0.278,0.722,0,1,0
805,“I’m going over to the hotel.” I was very drunk.,-0.4005,-0.4005,0.0,0.252,0.748,0,1,0
806,The room was unstable unless I looked at some fixed point.,-0.3612,-0.3612,0.0,0.217,0.783,0,1,0
807,“I’m going in and lie down.” “Are you blind?,-0.4019,-0.4019,0.0,0.252,0.748,0,1,0
808,"I was blind myself.” “Yes,” I said, “I’m blind.” “Well, bung-o,” Mike said.",-0.4019,-0.4019,0.0,0.213,0.787,0,1,0
809,The bed went sailing off and I sat up in bed and looked at the wall to make it stop.,-0.296,-0.296,0.0,0.109,0.891,0,1,0
810,"I looked strange to myself in the glass, and went down-stairs to the dining-room.",-0.2023,-0.2023,0.0,0.13,0.87,0,1,0
811,"The three of us sat at the table, and it seemed as though about six people were missing.",-0.296,-0.296,0.0,0.115,0.885,0,1,0
812,The square was empty and there were no people on the streets.,-0.4588,-0.4588,0.0,0.286,0.714,0,1,0
813,The waiter was in no hurry to come.,-0.296,-0.296,0.0,0.239,0.761,0,1,0
814,"A waiter wearing a blue apron came out with a bucket of water and a cloth, and commenced to tear down the notices, pulling the paper off in strips and washing and rubbing away the paper that stuck to the stone.",-0.25,-0.25,0.0,0.053,0.947,0,1,0
815,It did not seem like a very long ride.,-0.2755,-0.2755,0.0,0.232,0.768,0,1,0
816,"“Oh, bother the car,” Mike said.",-0.34,-0.34,0.0,0.324,0.676,0,1,0
817,Mike lost to me and handed the bartender a hundred-franc note.,-0.3182,-0.3182,0.0,0.204,0.796,0,1,0
818,We had another round and Mike lost again.,-0.3182,-0.3182,0.0,0.247,0.753,0,1,0
819,"“I can’t get it.” “What’s the matter?” “I’ve no money,” Mike said.",-0.296,-0.296,0.0,0.167,0.833,0,1,0
820,“I just had enough to pay Montoya.,-0.1027,-0.1027,0.0,0.189,0.811,0,1,0
821,Bill lost and paid.,-0.3182,-0.3182,0.0,0.434,0.566,0,1,0
822,At the hotel where Mike was going to stay in Saint Jean we stopped the car and he got out.,-0.2263,-0.2263,0.0,0.091,0.909,0,1,0
823,"“It was a damned fine fiesta.” “So long, Mike,” Bill said.",-0.2023,-0.2023,0.145,0.21,0.645,0,1,0
824,"“Don’t worry about money,” Mike said.",-0.4404,-0.4404,0.0,0.367,0.633,0,1,0
825,"“You can pay for the car, Jake, and I’ll send you my share.” “So long, Mike.” “So long, you chaps.",-0.1027,-0.1027,0.0,0.069,0.931,0,1,0
826,You’ve been damned nice.” We all shook hands.,-0.4588,-0.4588,0.0,0.4,0.6,0,1,0
827,"The window passed, the rest of the train passed, and the tracks were empty.",-0.2023,-0.2023,0.0,0.122,0.878,0,1,0
828,"“Two hundred pesetas.” “How much more will it be if you drive me to San Sebastian on your way back?” “Fifty pesetas.” “Don’t kid me.” “Thirty-five pesetas.” “It’s not worth it,” I said.",-0.1695,-0.1695,0.0,0.051,0.949,0,1,0
829,It felt strange to be in France again.,-0.2023,-0.2023,0.0,0.205,0.795,0,1,0
830,"The waiter seemed a little offended about the flowers of the Pyrenees, so I overtipped him.",-0.1796,-0.1796,0.0,0.116,0.884,0,1,0
831,I hated to leave France.,-0.6597,-0.6597,0.0,0.73,0.27,0,1,0
832,I felt I was a fool to be going back into Spain.,-0.4404,-0.4404,0.0,0.266,0.734,0,1,0
833,"I felt like a fool to be going back into it, but I stood in line with my passport, opened my bags for the customs, bought a ticket, went through a gate, climbed onto the train, and after forty minutes and eight tunnels I was at San Sebastian.",-0.0516,-0.0516,0.04,0.045,0.915,0,1,0
834,"I went to a hotel in the town where I had stopped before, and they gave me a room with a balcony that opened out above the roofs of the town.",-0.2263,-0.2263,0.0,0.071,0.929,0,1,0
835,"There was a bicycle-race on, the Tour du Pays Basque, and the riders were stopping that night in San Sebastian.",-0.1531,-0.1531,0.0,0.082,0.918,0,1,0
836,They did not take the race seriously except among themselves.,-0.1779,-0.1779,0.0,0.159,0.841,0,1,0
837,"The man who had a matter of two minutes lead in the race had an attack of boils, which were very painful.",-0.7346,-0.7346,0.043,0.248,0.709,0,1,0
838,"After all, though, it wasn’t bad to get back to Paris.",-0.5423,-0.5423,0.0,0.259,0.741,0,1,0
839,I would leave a call at the desk.,-0.0516,-0.0516,0.0,0.194,0.806,0,1,0
840,I could not let him take the trouble.,-0.4019,-0.4019,0.0,0.31,0.69,0,1,0
841,I would leave a call at the desk.,-0.0516,-0.0516,0.0,0.194,0.806,0,1,0
842,"Floating I saw only the sky, and felt the drop and lift of the swells.",-0.2732,-0.2732,0.0,0.139,0.861,0,1,0
843,"It made me tired, swimming in the trough, and I turned and swam out to the raft.",-0.4404,-0.4404,0.0,0.162,0.838,0,1,0
844,I thought I would like to swim across the bay but I was afraid of cramp.,-0.1154,-0.1154,0.117,0.147,0.736,0,1,0
845,It had been forwarded from Paris:                   COULD YOU COME HOTEL MONTANA MADRID                   AM RATHER IN TROUBLE BRETT.,-0.5319,-0.5319,0.0,0.177,0.823,0,1,0
846,COULD YOU COME HOTEL MONTANA MADRID                   AM RATHER IN TROUBLE BRETT.,-0.4019,-0.4019,0.0,0.213,0.787,0,1,0
847,"“I will have it put on the bill.” “Do that.” Well, that meant San Sebastian all shot to hell.",-0.5423,-0.5423,0.089,0.194,0.717,0,1,0
848,"I took a taxi and we climbed up through the gardens, by the empty palace and the unfinished church on the edge of the cliff, and on up until we were in the high, hot, modern town.",-0.2023,-0.2023,0.0,0.05,0.95,0,1,0
849,The taxi stopped at the curb.,-0.2263,-0.2263,0.0,0.275,0.725,0,1,0
850,On the second floor up was a cut brass sign: HOTEL MONTANA.,-0.2732,-0.2732,0.0,0.174,0.826,0,1,0
851,I rang and no one came to the door.,-0.296,-0.296,0.0,0.239,0.761,0,1,0
852,I rang again and a maid with a sullen face opened the door.,-0.4019,-0.4019,0.0,0.231,0.769,0,1,0
853,She looked at me dully.,-0.2732,-0.2732,0.0,0.344,0.656,0,1,0
854,No.,-0.296,-0.296,0.0,1.0,0.0,0,1,0
855,The personages of this establishment were rigidly selectioned.,-0.1779,-0.1779,0.0,0.195,0.805,0,1,0
856,The room was in that disorder produced only by those who have always had servants.,-0.4019,-0.4019,0.0,0.162,0.838,0,1,0
857,She was trembling in my arms.,-0.3612,-0.3612,0.0,0.333,0.667,0,1,0
858,I’ve had such a hell of a time.” “Tell me about it.” “Nothing to tell.,-0.6808,-0.6808,0.0,0.277,0.723,0,1,0
859,I don’t think I hurt him any.” “You were probably damn good for him.” “He shouldn’t be living with any one.,-0.4939,-0.4939,0.116,0.244,0.64,0,1,0
860,Let’s never talk about it.” “All right.” “It was rather a knock his being ashamed of me.,-0.4767,-0.4767,0.0,0.171,0.829,0,1,0
861,"He was ashamed of me for a while, you know.” “No.” “Oh, yes.",-0.1027,-0.1027,0.171,0.196,0.633,0,1,0
862,"He wasn’t ashamed of me long.” “What was it about being in trouble?” “I didn’t know whether I could make him go, and I didn’t have a sou to go away and leave him.",-0.5106,-0.5106,0.0,0.129,0.871,0,1,0
863,He’s wiped out that damned Cohn.” “Good.” “You know I’d have lived with him if I hadn’t seen it was bad for him.,-0.7269,-0.7269,0.0,0.234,0.766,0,1,0
864,"We got along damned well.” “Outside of your personal appearance.” “Oh, he’d have gotten used to that.” She put out the cigarette.",-0.3818,-0.3818,0.0,0.11,0.89,0,1,0
865,I’m not going to be one of these bitches that ruins children.” “No.” “I’m not going to be that way.,-0.7783,-0.7783,0.0,0.274,0.726,0,1,0
866,Then I saw she was crying.,-0.4767,-0.4767,0.0,0.437,0.563,0,1,0
867,I could feel her crying.,-0.4767,-0.4767,0.0,0.508,0.492,0,1,0
868,Shaking and crying.,-0.5859,-0.5859,0.0,0.828,0.172,0,1,0
869,Please don’t let’s ever talk about it.” “Dear Brett.” “I’m going back to Mike.” I could feel her crying as I held her close.,-0.2023,-0.2023,0.091,0.122,0.787,0,1,0
870,“He’s so damned nice and he’s so awful.,-0.5692,-0.5692,0.207,0.456,0.337,0,1,0
871,I could feel her shaking.,-0.1779,-0.1779,0.0,0.362,0.638,0,1,0
872,We sat on high stools at the bar while the barman shook the Martinis in a large nickelled shaker.,-0.1027,-0.1027,0.0,0.076,0.924,0,1,0
873,Think of that.” “Anything you want me to think about it?” “Don’t be an ass.,-0.4939,-0.4939,0.073,0.197,0.73,0,1,0
874,He never cared about anything but bull-fighting.” “He’s got plenty of time.” “I don’t know.,-0.1695,-0.1695,0.0,0.106,0.894,0,1,0
875,“It’s rotten here in the hotel.,-0.5106,-0.5106,0.0,0.398,0.602,0,1,0
876,"Let’s have another bottle of _rioja alta_.” “It’s very good.” “You haven’t drunk much of it,” I said.",-0.34,-0.34,0.0,0.13,0.87,0,1,0
877,"“Don’t get drunk, Jake,” she said.",-0.34,-0.34,0.0,0.324,0.676,0,1,0
